ID,buildingArea,PAC,Year Built,Number of Buildings,Occupancy,Metered Areas (Energy),ENERGY STAR Score,Site EUI,Weather Normalized Site EUI (kBtu/ft2),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Property GFA - Self-Reported (ft2),SourceEUI
265,275312,Other - Recreation,1930,1,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,207336,Not Available
266,,Multifamily Housing,1951,2,100,Whole Building,19,100.1,107.3,1761390.4,508688.3,86084,147.9
267,115226,Multifamily Housing,1951,3,100,Whole Building,39,81,85.2,2358692.8,673642.8,124200,124.7
268,149406,Multifamily Housing,1951,3,100,Whole Building,29,92.2,97.5,3366106.2,966750.1,149406,143.9
269,109562,Multifamily Housing,1951,2,100,Whole Building,26,94.7,99.7,2399413.9,691109.4,109562,145.2
270,167032,Multifamily Housing,1951,4,100,Whole Building,36,87.4,87,3619106.1,1039144.6,176032,134.8
271,103032,Multifamily Housing,1951,2,100,Whole Building,58,83.9,89.7,1668893.4,489124.6,103032,122
272,161012,Multifamily Housing,1953,3,100,Whole Building,17,116.9,125.7,3094710,907007.5,151492,165.5
273,159428,Multifamily Housing,1953,3,100,Whole Building,14,117.5,125.2,3427881.8,968997.7,156144,169.2
274,152286,Multifamily Housing,1953,3,100,Whole Building,17,113.3,121.2,3237312.4,917509.1,146484,165.1
275,,Multifamily Housing,1953,5,100,Whole Building,15,120.3,128.5,5145814.7,1453607.8,255704,168.4
276,,Multifamily Housing,1953,3,100,Whole Building,16,117.4,127.6,3787638.3,1088595.4,183912,166.3
277,127143,College/University,1900,2,0,Whole Building,Not Available,8.5,8.5,1468695.4,430449.9,178715,26.1
278,127143,Other - Education,1914,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,127000,Not Available
279,159090,Multifamily Housing,1939,2,100,Whole Building,49,74.5,78.1,3516812.7,1003615.5,159090,124.4
280,159090,Multifamily Housing,1939,1,100,Whole Building,53,73.9,73.3,2023701.1,577813.9,79545,130.8
281,159090,Multifamily Housing,1939,1,100,Whole Building,55,75,80.1,1493111.6,425791.9,79545,118
282,125240,Retail Store,1994,2,75,Not Available,Not Available,50.7,50.7,3246535,951504.9,64296,158.7
283,125240,Retail Store,1994,1,75,Whole Building,94,29,29,1861321.1,545521.9,32148,90.9
284,,Multifamily Housing,1952,2,100,Whole Building,23,103.4,111,1470676.6,414618.3,70124,152.5
285,,Multifamily Housing,1952,2,100,Whole Building,16,116.7,124.6,1718199.8,490817.8,80568,167.1
286,,Multifamily Housing,1952,2,100,Whole Building,8,117.4,127.2,2103971.2,591999.5,95056,169.5
287,,Multifamily Housing,1952,2,100,Whole Building,17,122.7,131.8,1263577.4,359173.4,72016,165.5
288,,Other - Specialty Hospital,1940,2,100,Whole Building,Not Available,291.2,288.7,164960324.5,48347099.8,1382117,581.5
289,183626,Other,1940,1,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,197916,Not Available
290,538454,Other - Specialty Hospital,1940,1,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1184201,Not Available
291,,Mixed Use Property,1947,2,100,Whole Building,Not Available,82.7,84,9880455.5,2845407,180300,200.5
292,,K-12 School,1947,1,100,Whole Building,Not Available,46.6,47.9,3239393.8,932417.4,88300,125.6
293,115000,Office,1947,1,100,Whole Building,33,95.3,95.3,8751588.4,2564943.5,92000,298.9
294,,Multifamily Housing,1914,2,100,Whole Building,99,69.9,81,783477.1,224405.4,69094,94.9
295,69148,Multifamily Housing,1914,1,100,Whole Building,81,56.8,56.5,1147799.2,329716.3,69148,94.3
296,,Multifamily Housing,1960,2,95,Whole Building,32,98.4,105.8,4924195,1385187.3,249600,141.5
297,124778,Multifamily Housing,1962,1,95,Another configuration,100,23.5,22.7,2445244.1,685623.9,124800,65.6
298,117922,Multifamily Housing,1960,1,95,Another configuration,99,24.2,23.5,2478951,700209.9,124800,66.9
299,,Library,1906,2,100,Whole Building,Not Available,150.4,152,12209060.8,3538519.2,150701,337.3
300,109000,Library,1906,1,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,113026,Not Available
301,76900,Library,1906,1,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,37675,Not Available
302,119600,Multifamily Housing,1953,2,95,Whole Building,88,66.5,71.6,1388097.1,389563.5,110400,96.1
303,119600,Multifamily Housing,1953,1,95,Whole Building,84,70.8,76.1,680881.6,191275.5,55200,100.2
304,119600,Multifamily Housing,1953,1,95,Whole Building,91,62.2,67.4,707215.5,198288.4,55200,92
305,,Multifamily Housing,1961,2,95,Whole Building,94,55.8,55.3,25220699.7,7159442.9,1542240,91.6
306,846700,Multifamily Housing,1961,1,95,Another configuration,100,15,15,4253120.2,1246518.1,660960,29.2
307,,Multifamily Housing,1961,1,95,Another configuration,96,34.3,33.3,20967579.5,5884436.8,881280,85.8
308,,College/University,1887,19,100,Whole Building,Not Available,89.5,94.9,27999029.5,8122156,900000,159
309,287000,College/University,2005,1,100,Whole Building,14,89.4,94.1,1003400.9,294080,20000,198.8
310,287000,Residence Hall/Dormitory,1965,1,100,Whole Building,59,86.2,93.6,4685358.4,1373199.8,266000,127.4
311,,College/University,1955,1,100,Whole Building,39,85.8,85.8,1012094.7,296628,28000,165.6
312,,College/University,1900,1,100,Whole Building,25,85.8,85.8,1590469.6,466139.9,44000,165.6
313,,College/University,1955,1,100,Whole Building,24,85.8,85.8,939828.6,275448,26000,165.6
314,291041,College/University,1888,1,100,Whole Building,11,85.8,85.8,361453.6,105936,10000,165.6
315,291041,College/University,1887,1,100,Whole Building,6,85.8,85.8,1445855.4,423755.9,40000,165.6
316,291041,College/University,1887,1,100,Whole Building,21,85.8,85.8,1554316.1,455543.9,43000,165.6
317,291041,College/University,1900,1,100,Whole Building,80,85.8,85.8,614487.5,180096,17000,165.6
318,291041,College/University,1887,1,100,Whole Building,16,85.8,85.8,506067.8,148320,14000,165.6
319,291041,College/University,1957,1,100,Whole Building,68,137.4,137.4,1698889.4,497915.9,47000,219.8
320,291041,Residence Hall/Dormitory,1986,1,100,Whole Building,55,98.8,96.7,2024271.5,556178.5,59000,175.5
321,291041,College/University,1900,1,100,Whole Building,43,85.8,85.8,289187.5,84756,8000,165.6
322,62000,College/University,1920,1,100,Whole Building,33,74.3,74.3,1814638.1,531839.9,72000,130.7
323,62000,College/University,1900,1,100,Whole Building,30,85.8,85.8,1120555.5,328416,31000,165.6
324,158540,College/University,1975,1,100,Whole Building,1,119.3,124.2,6834919,1979562.6,109000,256.3
325,158540,Residence Hall/Dormitory,1900,1,100,Whole Building,73,75.7,75.7,244435.7,71640,16296,110.8
326,158540,Residence Hall/Dormitory,1900,1,100,Whole Building,100,16.7,16.9,173329.6,50800,16296,39.7
327,158540,Residence Hall/Dormitory,1900,1,100,Whole Building,93,58.5,58.5,85470.6,25050,22407,69.4
328,,Financial Office,1990,2,65,Another configuration,Not Available,62.3,62.3,122412409.3,35877020.6,1964041,195.7
329,,Financial Office,1991,1,60,Another configuration,Not Available,114.8,117.8,41239295.4,12403276.7,366881,355.4
330,,Financial Office,1991,1,65,Another configuration,Not Available,1.4,1.4,Not Available,Not Available,1597160,1.4
331,,Multifamily Housing,1968,2,90,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1090376,Not Available
332,545163,Multifamily Housing,1968,1,100,Whole Building,14,127.9,127.9,9839866.9,2883899.7,545163,172.1
333,545213,Multifamily Housing,1968,1,100,Whole Building,42,81.3,81.3,14329376.4,4199699.5,545213,140.3
334,,Multifamily Housing,1970,2,95,Whole Building,68,69.9,72.9,17756043.7,5070279.7,843963,115.5
335,370814,Multifamily Housing,1970,1,95,Another configuration,100,24.6,24.3,8867483.4,2570799.8,393990,72.9
336,449973,Multifamily Housing,1970,1,95,Another configuration,98,21.6,20.9,8888560.3,2519793.7,449973,63.9
337,,Multifamily Housing,1966,2,95,Whole Building,41,102.9,108.8,41249611.5,11506333.3,2274380,145.9
338,756400,Multifamily Housing,1966,1,95,Another configuration,100,24.4,23.9,15576311.5,4440180.9,766080,68.1
339,1487977,Multifamily Housing,1966,1,95,Another configuration,100,20.4,19.4,25673300.1,7084439.6,1508300,57
340,,Movie Theater,2006,3,100,Whole Building,Not Available,98.6,100.9,4639095.3,1335846.5,61798,260.4
341,,Movie Theater,2006,1,100,Whole Building,Not Available,98.6,100.9,4639095.3,1335846.5,61798,260.4
342,,Parking,2006,1,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,150000,Not Available
343,273771,Multifamily Housing,1950,3,100,Whole Building,79,55.9,55.9,4863727,1425476.7,273771,94.3
346,108864,Multifamily Housing,1984,2,100,Whole Building,97,36,35.6,1888487.4,540973,114300,72.3
347,,Manufacturing/Industrial Plant,1996,2,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,438530,Not Available
348,176400,Manufacturing/Industrial Plant,1996,1,100,Another configuration,Not Available,258.9,282.4,46007410.6,13483999.1,327192,565.7
349,106500,Manufacturing/Industrial Plant,2008,1,100,Whole Building,Not Available,123,125.8,10392951.7,3045999.5,111338,324.2
350,,Multifamily Housing,1988,8,100,Whole Building,35,67,71.5,2587421.9,758329.9,135507,110.2
351,127029,Multifamily Housing,1988,1,100,Whole Building,Not Available,131.5,142.3,527450.8,154587,19800,193.8
352,127029,Multifamily Housing,1988,1,100,Whole Building,Not Available,7.8,7.4,155399.5,43005.7,19800,24.6
353,127029,Multifamily Housing,1988,1,100,Whole Building,Not Available,85.3,95.8,Not Available,Not Available,10908,89.6
354,127029,Multifamily Housing,1988,1,100,Whole Building,Not Available,252.7,268.7,815519.2,239015,10908,421.6
355,127029,Multifamily Housing,1988,1,100,Whole Building,Not Available,30.4,30.4,331066.3,97030,10908,95.3
356,127029,Multifamily Housing,1988,1,100,Whole Building,Not Available,7.8,7.5,84839.4,23822.1,10908,24.4
357,127029,Multifamily Housing,1988,1,100,Whole Building,Not Available,1,1,112575.5,31884.5,110908,3.2
358,127029,Multifamily Housing,1988,1,100,Whole Building,90,50.8,54.2,560571.1,164294,41366,81.7
359,,Multifamily Housing,1965,7,100,Whole Building,28,105.8,110.3,52912871,14589159.6,2713200,151.8
360,894000,Multifamily Housing,1963,1,100,Whole Building,100,20.3,19.1,7856114.1,2166956.5,387600,63.6
361,894000,Multifamily Housing,1964,1,100,Whole Building,100,19,17.9,7355999.1,2032705.2,387600,59.6
362,447000,Multifamily Housing,1964,1,100,Whole Building,100,18.1,17,7031176.6,1934931,387600,57
363,751412,Multifamily Housing,1965,1,100,Whole Building,100,19.4,18.3,7505763.3,2077475,387600,60.8
364,751412,Multifamily Housing,1965,1,100,Whole Building,100,19.9,18.7,7705251.5,2124205.4,387600,62.4
365,758750,Multifamily Housing,1973,1,100,Whole Building,100,19.7,18.6,7633235.3,2114562,387600,61.8
366,758750,Multifamily Housing,1973,1,100,Whole Building,100,20.2,18.9,7825331,2147857.6,387600,63.4
367,,Multifamily Housing,1965,12,80,Whole Building,12,132.1,139.8,8958310.4,2552702.1,545454,173
368,58570,Multifamily Housing,1949,1,100,Whole Building,99,65.3,69.7,403933.2,115442,58560,83
369,58570,Multifamily Housing,1951,1,100,Whole Building,100,59.3,63.2,250213.2,73333.3,58560,71.2
370,194880,Multifamily Housing,1900,1,100,Whole Building,86,79.5,83.8,2595886.8,733951.4,194870,111.3
371,97440,Multifamily Housing,1949,1,100,Whole Building,93,76.1,81,807866.5,230884.1,97430,97.3
372,97440,Multifamily Housing,1949,1,100,Whole Building,95,72.7,77.1,807866.5,230884.1,97430,93.7
373,,Multifamily Housing,1951,1,100,Whole Building,79,84.3,88.6,2841478.1,808957.3,194870,119
374,97440,Multifamily Housing,1951,1,100,Whole Building,96,74.9,79.8,250213.2,73333.3,48710,89.4
375,97440,Multifamily Housing,1951,1,100,Whole Building,97,72.4,77.5,250213.2,73333.3,48710,86.8
376,169632,Multifamily Housing,1949,1,100,Whole Building,98,66,70.2,250213.2,73333.3,56534,78.6
377,169632,Multifamily Housing,1949,1,100,Whole Building,99,61.1,65,250213.2,73333.3,56534,73.4
378,169632,Multifamily Housing,1949,1,100,Whole Building,96,70.1,74.8,250213.2,73333.3,56534,82.9
382,,Multifamily Housing,1921,1,100,"Common Area Cooling, Tenant Plug Load/Electricity, Tenant Cooling, Common Area Plug Load/Electricity",Not Available,32.7,31.9,13105491.7,3742378.1,400531,102.7
383,,Multifamily Housing,1921,1,100,"Tenant Plug Load/Electricity, Common Area Cooling, Tenant Cooling, Common Area Plug Load/Electricity",Not Available,36.4,35.8,11298411.2,3256808.9,310560,114.2
384,,Multifamily Housing,1921,2,100,Whole Building,37,76.7,80.3,24403902.9,6972958.5,711091,152.3
385,,Multifamily Housing,1968,2,95,Whole Building,12,132.9,131.9,9220445,2625921.2,352868,194.2
386,352866,Multifamily Housing,1968,1,100,Whole Building,95,37,35.4,4734263.2,1318688.4,176434,94.9
387,352866,Multifamily Housing,1968,1,100,Whole Building,97,34.8,33.8,4486181.8,1274960.1,176434,89.7
388,,Multifamily Housing,1972,8,100,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,100000,Not Available
389,228404,Multifamily Housing,1972,1,100,Whole Building,51,86.4,90.5,2029867,561147.4,94656,135.6
390,228404,Multifamily Housing,1972,1,100,Whole Building,35,109,115.3,962443.3,265865.5,37964,167.4
391,228404,Multifamily Housing,1972,1,100,Whole Building,31,133.2,138.7,1562081.8,441394,112796,168.8
392,90900,Multifamily Housing,1972,1,100,Whole Building,35,136.4,141,1092761.2,269794.6,100569,166
393,213584,Multifamily Housing,1972,1,100,Whole Building,32,131.2,136.4,1705249.4,473104.6,119786,167.5
394,213584,Multifamily Housing,1972,1,100,Whole Building,43,89.9,94.8,2373762.5,659455.7,104659,141.8
395,,College/University,1929,2,100,Whole Building,Not Available,94.6,99.6,Not Available,Not Available,230392,95.6
396,140260,College/University,1967,1,100,Whole Building,Not Available,38.3,38.3,4239068.7,1242399.8,110677,120.3
397,119715,College/University,1929,1,100,Whole Building,Not Available,43.1,43.3,4745552.7,1390841.8,119715,128.1
398,,Multifamily Housing,1965,2,100,Whole Building,4,185.2,184.2,Not Available,Not Available,3374944,194.4
399,1259938,Senior Care Community,1965,1,90,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1259938,Not Available
400,1800000,Multifamily Housing,1965,1,90,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1800000,Not Available
401,257400,Performing Arts,1960,3,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,316430,Not Available
402,257400,Performing Arts,1962,1,100,Whole Building,Not Available,98.3,104,14693858.9,4306523.2,292620,215.5
403,257400,Performing Arts,1966,1,100,Whole Building,Not Available,98.6,100.9,35734177.9,10379310.5,554658,243.4
404,257400,Other,1965,1,100,Whole Building,Not Available,285.8,269.7,9895897.8,2900321.4,70572,615.4
405,263883,Multifamily Housing,1966,3,100,Whole Building,100,53.3,Not Available,Not Available,Not Available,279855,55
406,263883,Multifamily Housing,1966,1,100,Whole Building,93,25.9,25.5,2508891.9,720081.5,107483,76
407,263883,Multifamily Housing,1966,1,100,Whole Building,100,17.2,17,1299973.4,373103.8,86069,49.7
408,263883,Multifamily Housing,1966,1,100,Whole Building,100,21.2,20.8,1581933,453181.4,86303,60.5
409,,College/University,2009,3,100,Whole Building,Not Available,21.6,23.3,2696716.9,790362.4,344852,41.2
410,60610,Office,1928,1,100,Whole Building,75,83.5,88.2,2696716.9,790362.4,60852,186.2
411,,Office,1915,1,100,Whole Building,64,92.7,97.5,2159744.9,618073.9,49000,196.9
412,,College/University,2009,1,100,Whole Building,Not Available,103,105.6,14835716.9,4288965.4,235000,246.3
413,,College/University,1908,2,100,Whole Building,Not Available,96.3,Not Available,5074794.9,1422496.9,255275,142.6
414,78397,Residence Hall/Dormitory,1930,1,100,Whole Building,100,16.4,16,1062950.2,299684.5,78397,45.6
415,176878,Residence Hall/Dormitory,1909,1,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,275000,Not Available
